    Fribourg_Switzerland
    46.82,7.16,610,+1
	m	d	h	#sunAzimuth	sunAltitude
2918	5	2	13	194.441	57.6471
2919	5	2	14	218.728	53.0179
2920	5	2	15	237.634	45.3497
2921	5	2	16	252.338	36.0493
2922	5	2	17	264.541	26.0031
2923	5	2	18	275.503	15.7505
2924	5	2	19	286.102	5.67863
2925	5	2	20	297.006	-3.86042
2926	5	2	21	308.771	-12.4768
2927	5	2	22	321.843	-19.6984
2928	5	2	23	336.433	-24.9707
2929	5	3	0	352.368	-27.4473
2930	5	3	1	8.66202	-27.3548
2931	5	3	2	24.4106	-24.4269
2932	5	3	3	38.8635	-19.0362
2933	5	3	4	51.8156	-11.733
2934	5	3	5	63.4937	-3.06439
2935	5	3	6	74.3465	6.50538
2936	5	3	7	84.9325	16.5917
2937	5	3	8	95.9271	26.844
2938	5	3	9	108.228	36.8715
2939	5	3	10	123.133	46.1215
2940	5	3	11	142.393	53.6776
2941	5	3	12	167.115	58.0918
2942	5	3	13	194.595	57.9368
2943	5	3	14	218.993	53.2732
2944	5	3	15	237.924	45.5719
2945	5	3	16	252.615	36.2503
2946	5	3	17	264.799	26.1946
2947	5	3	18	275.744	15.9422
2948	5	3	19	286.329	5.87818
2949	5	3	20	297.218	-3.64644
2950	5	3	21	308.966	-12.243
2951	5	3	22	322.01	-19.4417
2952	5	3	23	336.557	-24.6916
2953	5	4	0	352.429	-27.1557
2954	5	4	1	8.65622	-27.0583
2955	5	4	2	24.3434	-24.1368
2956	5	4	3	38.7496	-18.7599
2957	5	4	4	51.6699	-11.473
2958	5	4	5	63.3263	-2.81947
2959	5	4	6	74.1626	6.73901
2960	5	4	7	84.7339	16.8192
2961	5	4	8	95.7139	27.0717
2962	5	4	9	108.002	37.1073
2963	5	4	10	122.909	46.3745
2964	5	4	11	142.216	53.9552
2965	5	4	12	167.076	58.3876
2966	5	4	13	194.745	58.2225
2967	5	4	14	219.255	53.5253
2968	5	4	15	238.209	45.7914
2969	5	4	16	252.888	36.4492
2970	5	4	17	265.053	26.3845
2971	5	4	18	275.981	16.1323
2972	5	4	19	286.551	6.07622
2973	5	4	20	297.426	-3.43417
2974	5	4	21	309.155	-12.0114
2975	5	4	22	322.172	-19.1876
2976	5	4	23	336.676	-24.4157
2977	5	5	0	352.486	-26.8682
2978	5	5	1	8.64816	-26.7663
2979	5	5	2	24.2753	-23.8514
2980	5	5	3	38.6358	-18.4885
2981	5	5	4	51.5248	-11.218
2982	5	5	5	63.1598	-2.57939
2983	5	5	6	73.9797	6.96776
2984	5	5	7	84.5361	17.0417
2985	5	5	8	95.5013	27.2943
2986	5	5	9	107.777	37.3378
2987	5	5	10	122.685	46.6222
2988	5	5	11	142.036	54.2275
2989	5	5	12	167.032	58.6787
2990	5	5	13	194.891	58.5043
2991	5	5	14	219.513	53.7741
2992	5	5	15	238.49	46.0084
2993	5	5	16	253.157	36.646
2994	5	5	17	265.303	26.5725
2995	5	5	18	276.213	16.3208
2996	5	5	19	286.768	6.27262
2997	5	5	20	297.629	-3.22366
2998	5	5	21	309.339	-11.7818
2999	5	5	22	322.329	-18.9361
3000	5	5	23	336.792	-24.1432
3001	5	6	0	352.54	-26.5848
3002	5	6	1	8.63806	-26.479
3003	5	6	2	24.2065	-23.571
3004	5	6	3	38.5221	-18.222
3005	5	6	4	51.3804	-10.9679
3006	5	6	5	62.9943	-2.34423
3007	5	6	6	73.7979	7.19158
3008	5	6	7	84.3394	17.2592
3009	5	6	8	95.2895	27.5117
3010	5	6	9	107.552	37.563
3011	5	6	10	122.459	46.8644
3012	5	6	11	141.854	54.4946
3013	5	6	12	166.985	58.9652
3014	5	6	13	195.033	58.7821
3015	5	6	14	219.768	54.0195
3016	5	6	15	238.767	46.2226
3017	5	6	16	253.421	36.8406
3018	5	6	17	265.548	26.7588
3019	5	6	18	276.441	16.5078
3020	5	6	19	286.981	6.46742
3021	5	6	20	297.827	-3.01498
3022	5	6	21	309.519	-11.5545
3023	5	6	22	322.481	-18.6875
3024	5	6	23	336.902	-23.8741
3025	5	7	0	352.591	-26.3056
3026	5	7	1	8.62579	-26.1964
3027	5	7	2	24.1368	-23.2955
3028	5	7	3	38.4086	-17.9606
3029	5	7	4	51.2367	-10.7227
3030	5	7	5	62.8298	-2.11404
3031	5	7	6	73.6173	7.41041
3032	5	7	7	84.1437	17.4716
3033	5	7	8	95.0785	27.7239
3034	5	7	9	107.327	37.7828
3035	5	7	10	122.232	47.1012
3036	5	7	11	141.668	54.7563
3037	5	7	12	166.934	59.2468
3038	5	7	13	195.172	59.0557
3039	5	7	14	220.017	54.2615
3040	5	7	15	239.039	46.4341
3041	5	7	16	253.68	37.033
3042	5	7	17	265.788	26.9432
3043	5	7	18	276.664	16.693
3044	5	7	19	287.189	6.66049
3045	5	7	20	298.02	-2.80823
3046	5	7	21	309.694	-11.3295
3047	5	7	22	322.629	-18.4417
3048	5	7	23	337.009	-23.6086
3049	5	8	0	352.638	-26.0308
3050	5	8	1	8.61151	-25.9186
3051	5	8	2	24.0663	-23.025
3052	5	8	3	38.2952	-17.7043
3053	5	8	4	51.0938	-10.4827
3054	5	8	5	62.6664	-1.88892
3055	5	8	6	73.4378	7.62416
3056	5	8	7	83.9492	17.6789
3057	5	8	8	94.8685	27.9309
3058	5	8	9	107.103	37.9972
3059	5	8	10	122.004	47.3325
3060	5	8	11	141.48	55.0126
3061	5	8	12	166.879	59.5235
3062	5	8	13	195.306	59.3252
3063	5	8	14	220.263	54.5001
3064	5	8	15	239.306	46.6428
3065	5	8	16	253.935	37.2233
3066	5	8	17	266.024	27.1258
3067	5	8	18	276.882	16.8765
3068	5	8	19	287.392	6.8518
3069	5	8	20	298.208	-2.60345
3070	5	8	21	309.864	-11.1069
3071	5	8	22	322.772	-18.1988
3072	5	8	23	337.111	-23.3467
3073	5	9	0	352.682	-25.7603
3074	5	9	1	8.59515	-25.6456
3075	5	9	2	23.9951	-22.7596
3076	5	9	3	38.1821	-17.4531
3077	5	9	4	50.9517	-10.2478
3078	5	9	5	62.5042	-1.6689
3079	5	9	6	73.2596	7.83279
3080	5	9	7	83.756	17.881
3081	5	9	8	94.6595	28.1326
3082	5	9	9	106.879	38.2061
3083	5	9	10	121.776	47.5581
3084	5	9	11	141.29	55.2632
3085	5	9	12	166.819	59.7952
3086	5	9	13	195.436	59.5904
3087	5	9	14	220.504	54.7351
3088	5	9	15	239.568	46.8487
3089	5	9	16	254.184	37.4112
3090	5	9	17	266.255	27.3064
3091	5	9	18	277.096	17.0582
3092	5	9	19	287.591	7.04129
3093	5	9	20	298.392	-2.40072
3094	5	9	21	310.029	-10.8867
3095	5	9	22	322.91	-17.959
3096	5	9	23	337.209	-23.0886
3097	5	10	0	352.723	-25.4943
3098	5	10	1	8.57669	-25.3776
3099	5	10	2	23.9231	-22.4995
3100	5	10	3	38.0691	-17.2072
3101	5	10	4	50.8105	-10.0182
3102	5	10	5	62.3431	-1.45406
3103	5	10	6	73.0827	8.03626
3104	5	10	7	83.5641	18.0779
3105	5	10	8	94.4516	28.3289
3106	5	10	9	106.655	38.4095
3107	5	10	10	121.548	47.778
3108	5	10	11	141.097	55.5083
3109	5	10	12	166.755	60.0617
3110	5	10	13	195.562	59.8513
3111	5	10	14	220.74	54.9666
3112	5	10	15	239.825	47.0519
3113	5	10	16	254.429	37.5969
3114	5	10	17	266.48	27.4851
3115	5	10	18	277.305	17.2381
3116	5	10	19	287.784	7.22888
3117	5	10	20	298.57	-2.20013
3118	5	10	21	310.189	-10.6691
3119	5	10	22	323.043	-17.7223
3120	5	10	23	337.302	-22.8342
3121	5	11	0	352.76	-25.2329
3122	5	11	1	8.55637	-25.1147
3123	5	11	2	23.8504	-22.2447
3124	5	11	3	37.9565	-16.9667
3125	5	11	4	50.6701	-9.79378
3126	5	11	5	62.1832	-1.24448
3127	5	11	6	72.9073	8.23447
3128	5	11	7	83.3735	18.2694
3129	5	11	8	94.2449	28.5198
3130	5	11	9	106.433	38.6074
3131	5	11	10	121.318	47.9921
3132	5	11	11	140.901	55.7477
3133	5	11	12	166.687	60.3231
3134	5	11	13	195.683	60.1078
3135	5	11	14	220.971	55.1946
3136	5	11	15	240.077	47.2521
3137	5	11	16	254.668	37.7803
3138	5	11	17	266.701	27.6618
3139	5	11	18	277.508	17.4161
3140	5	11	19	287.973	7.41452
3141	5	11	20	298.744	-2.00174
3142	5	11	21	310.344	-10.4541
3143	5	11	22	323.171	-17.4889
3144	5	11	23	337.391	-22.5838
3145	5	12	0	352.794	-24.9761
3146	5	12	1	8.53397	-24.8569
3147	5	12	2	23.777	-21.9952
3148	5	12	3	37.8441	-16.7315
3149	5	12	4	50.5306	-9.57474
3150	5	12	5	62.0247	-1.04018
3151	5	12	6	72.7332	8.42741
3152	5	12	7	83.1845	18.4557
3153	5	12	8	94.0397	28.7053
3154	5	12	9	106.211	38.7996
3155	5	12	10	121.089	48.2005
3156	5	12	11	140.704	55.9814
3157	5	12	12	166.615	60.5793
3158	5	12	13	195.799	60.3599
3159	5	12	14	221.197	55.4189
3160	5	12	15	240.324	47.4495
3161	5	12	16	254.902	37.9613
3162	5	12	17	266.916	27.8364
3163	5	12	18	277.707	17.5921
3164	5	12	19	288.157	7.59813
3165	5	12	20	298.913	-1.80564
3166	5	12	21	310.494	-10.2418
3167	5	12	22	323.295	-17.2587
3168	5	12	23	337.476	-22.3374
3169	5	13	0	352.824	-24.7241
3170	5	13	1	8.50967	-24.6044
3171	5	13	2	23.7031	-21.7511
3172	5	13	3	37.7322	-16.5018
3173	5	13	4	50.3922	-9.36113
3174	5	13	5	61.8675	-0.841243
3175	5	13	6	72.5608	8.61502
3176	5	13	7	82.9971	18.6366
3177	5	13	8	93.8359	28.8853
3178	5	13	9	105.991	38.9861
3179	5	13	10	120.86	48.4031
3180	5	13	11	140.504	56.2091
3181	5	13	12	166.539	60.83
3182	5	13	13	195.91	60.6075
3183	5	13	14	221.418	55.6395
3184	5	13	15	240.565	47.644
3185	5	13	16	255.13	38.1399
3186	5	13	17	267.127	28.009
3187	5	13	18	277.9	17.7662
3188	5	13	19	288.335	7.77965
3189	5	13	20	299.076	-1.61191
3190	5	13	21	310.639	-10.0323
3191	5	13	22	323.413	-17.032
3192	5	13	23	337.557	-22.0951
3193	5	14	0	352.852	-24.477
3194	5	14	1	8.48361	-24.3571
3195	5	14	2	23.6285	-21.5125
3196	5	14	3	37.6205	-16.2776
3197	5	14	4	50.2548	-9.15297
3198	5	14	5	61.7117	-0.647705
3199	5	14	6	72.39	8.79725
3200	5	14	7	82.8114	18.812
3201	5	14	8	93.6337	29.0597
3202	5	14	9	105.771	39.1669
3203	5	14	10	120.631	48.5997
3204	5	14	11	140.303	56.431
3205	5	14	12	166.458	61.0753
3206	5	14	13	196.016	60.8504
3207	5	14	14	221.633	55.8564
3208	5	14	15	240.8	47.8355
3209	5	14	16	255.353	38.3161
3210	5	14	17	267.332	28.1794
3211	5	14	18	278.089	17.9382
3212	5	14	19	288.509	7.95902
3213	5	14	20	299.235	-1.4206
3214	5	14	21	310.779	-9.82577
3215	5	14	22	323.527	-16.8088
3216	5	14	23	337.633	-21.857
3217	5	15	0	352.876	-24.2347
3218	5	15	1	8.4556	-24.1151
3219	5	15	2	23.5533	-21.2795
3220	5	15	3	37.5094	-16.059
3221	5	15	4	50.1184	-8.95035
3222	5	15	5	61.5574	-0.45962
3223	5	15	6	72.2208	8.97407
3224	5	15	7	82.6275	18.9821
3225	5	15	8	93.4333	29.2286
3226	5	15	9	105.553	39.342
3227	5	15	10	120.402	48.7904
3228	5	15	11	140.099	56.6469
3229	5	15	12	166.373	61.3152
3230	5	15	13	196.117	61.0887
3231	5	15	14	221.843	56.0696
3232	5	15	15	241.03	48.024
3233	5	15	16	255.571	38.4899
3234	5	15	17	267.531	28.3476
3235	5	15	18	278.272	18.1081
3236	5	15	19	288.677	8.13615
3237	5	15	20	299.388	-1.23183
3238	5	15	21	310.915	-9.62219
3239	5	15	22	323.637	-16.5891
3240	5	15	23	337.705	-21.6231
3241	5	16	0	352.897	-23.9974
3242	5	16	1	8.42584	-23.8786
3243	5	16	2	23.4777	-21.0522
3244	5	16	3	37.3987	-15.8461
3245	5	16	4	49.9832	-8.75331
3246	5	16	5	61.4046	-0.277037
3247	5	16	6	72.0535	9.14542
3248	5	16	7	82.4455	19.1466
3249	5	16	8	93.2346	29.3919
3250	5	16	9	105.336	39.5114
3251	5	16	10	120.174	48.9751
3252	5	16	11	139.894	56.8568
3253	5	16	12	166.284	61.5494
3254	5	16	13	196.213	61.3223
3255	5	16	14	222.046	56.2789
3256	5	16	15	241.253	48.2095
3257	5	16	16	255.782	38.6611
3258	5	16	17	267.725	28.5136
3259	5	16	18	278.449	18.2758
3260	5	16	19	288.84	8.31099
3261	5	16	20	299.537	-1.04566
3262	5	16	21	311.045	-9.42168
3263	5	16	22	323.741	-16.3732
3264	5	16	23	337.773	-21.3937
3265	5	17	0	352.916	-23.7652
3266	5	17	1	8.39429	-23.6476
3267	5	17	2	23.4016	-20.8305
3268	5	17	3	37.2885	-15.6388
3269	5	17	4	49.8492	-8.5619
3270	5	17	5	61.2535	-0.0999959
3271	5	17	6	71.8881	9.31129
3272	5	17	7	82.2655	19.3056
3273	5	17	8	93.038	29.5497
3274	5	17	9	105.122	39.6749
3275	5	17	10	119.946	49.1538
3276	5	17	11	139.688	57.0605
3277	5	17	12	166.191	61.7779
3278	5	17	13	196.303	61.551
3279	5	17	14	222.244	56.4844
3280	5	17	15	241.471	48.3918
3281	5	17	16	255.988	38.8298
3282	5	17	17	267.914	28.6773
3283	5	17	18	278.622	18.4413
3284	5	17	19	288.998	8.48345
3285	5	17	20	299.68	-0.862151
3286	5	17	21	311.17	-9.22431
3287	5	17	22	323.841	-16.161
3288	5	17	23	337.837	-21.1686
3289	5	18	0	352.931	-23.5382
3290	5	18	1	8.36105	-23.4223
3291	5	18	2	23.325	-20.6146
3292	5	18	3	37.179	-15.4374
3293	5	18	4	49.7165	-8.37618
3294	5	18	5	61.104	0.0714566
3295	5	18	6	71.7245	9.47161
3296	5	18	7	82.0876	19.4591
3297	5	18	8	92.8435	29.7018
3298	5	18	9	104.908	39.8327
3299	5	18	10	119.719	49.3265
3300	5	18	11	139.48	57.2581
3301	5	18	12	166.094	62.0007
3302	5	18	13	196.387	61.7749
3303	5	18	14	222.435	56.686
3304	5	18	15	241.682	48.5711
3305	5	18	16	256.188	38.9958
3306	5	18	17	268.096	28.8387
3307	5	18	18	278.789	18.6045
3308	5	18	19	289.151	8.65346
3309	5	18	20	299.818	-0.681436
3310	5	18	21	311.29	-9.03022
3311	5	18	22	323.936	-15.9527
3312	5	18	23	337.897	-20.9482
3313	5	19	0	352.943	-23.3164
3314	5	19	1	8.32614	-23.2025
3315	5	19	2	23.2481	-20.4046
3316	5	19	3	37.07	-15.2418
3317	5	19	4	49.5851	-8.19618
3318	5	19	5	60.9564	0.237291
3319	5	19	6	71.563	9.6264
3320	5	19	7	81.9119	19.6071
3321	5	19	8	92.6512	29.8482
3322	5	19	9	104.697	39.9846
3323	5	19	10	119.494	49.4931
3324	5	19	11	139.272	57.4495
3325	5	19	12	165.992	62.2176
3326	5	19	13	196.466	61.9939
3327	5	19	14	222.62	56.8836
3328	5	19	15	241.887	48.7472
3329	5	19	16	256.381	39.1592
3330	5	19	17	268.274	28.9977
3331	5	19	18	278.951	18.7653
3332	5	19	19	289.299	8.82097
3333	5	19	20	299.951	-0.503558
3334	5	19	21	311.405	-8.83945
3335	5	19	22	324.026	-15.7483
3336	5	19	23	337.953	-20.7323
3337	5	20	0	352.952	-23.1
3338	5	20	1	8.28967	-22.9885
3339	5	20	2	23.1709	-20.2004
3340	5	20	3	36.9617	-15.052
3341	5	20	4	49.4551	-8.02194
3342	5	20	5	60.8105	0.397468
3343	5	20	6	71.4037	9.7756
3344	5	20	7	81.7384	19.7494
3345	5	20	8	92.4612	29.989
3346	5	20	9	104.488	40.1306
3347	5	20	10	119.269	49.6536
3348	5	20	11	139.062	57.6347
3349	5	20	12	165.887	62.4286
3350	5	20	13	196.539	62.2078
3351	5	20	14	222.799	57.0772
3352	5	20	15	242.085	48.9201
3353	5	20	16	256.569	39.32
3354	5	20	17	268.445	29.1542
3355	5	20	18	279.107	18.9237
3356	5	20	19	289.441	8.98587
3357	5	20	20	300.079	-0.328597
3358	5	20	21	311.515	-8.6521
3359	5	20	22	324.112	-15.548
3360	5	20	23	338.005	-20.5212
3361	5	21	0	352.958	-22.8889
3362	5	21	1	8.25162	-22.7803
3363	5	21	2	23.0934	-20.0022
3364	5	21	3	36.8542	-14.8682
3365	5	21	4	49.3265	-7.85353
3366	5	21	5	60.6666	0.551951
3367	5	21	6	71.2466	9.91918
3368	5	21	7	81.5674	19.8862
3369	5	21	8	92.2737	30.1241
3370	5	21	9	104.281	40.2708
3371	5	21	10	119.046	49.8079
3372	5	21	11	138.852	57.8136
3373	5	21	12	165.777	62.6337
3374	5	21	13	196.605	62.4167
3375	5	21	14	222.97	57.2667
3376	5	21	15	242.277	49.0897
3377	5	21	16	256.75	39.478
3378	5	21	17	268.611	29.3082
3379	5	21	18	279.257	19.0796
3380	5	21	19	289.578	9.1481
3381	5	21	20	300.201	-0.156678
3382	5	21	21	311.62	-8.46827
3383	5	21	22	324.193	-15.3518
3384	5	21	23	338.053	-20.3149
3385	5	22	0	352.962	-22.6833
3386	5	22	1	8.2121	-22.5779
3387	5	22	2	23.0157	-19.81
3388	5	22	3	36.7475	-14.6903
3389	5	22	4	49.1994	-7.69097
3390	5	22	5	60.5246	0.700719
3391	5	22	6	71.0918	10.0572
3392	5	22	7	81.399	20.0174
3393	5	22	8	92.0889	30.2535
3394	5	22	9	104.077	40.4052
3395	5	22	10	118.825	49.9562
3396	5	22	11	138.641	57.9861
3397	5	22	12	165.664	62.8327
3398	5	22	13	196.666	62.6204
3399	5	22	14	223.135	57.4521
3400	5	22	15	242.462	49.2561
3401	5	22	16	256.925	39.6331
3402	5	22	17	268.77	29.4596
3403	5	22	18	279.403	19.2329
3404	5	22	19	289.709	9.30758
3405	5	22	20	300.319	0.0121723
3406	5	22	21	311.72	-8.28802
3407	5	22	22	324.269	-15.1598
3408	5	22	23	338.097	-20.1134
3409	5	23	0	352.963	-22.4833
3410	5	23	1	8.17108	-22.3815
3411	5	23	2	22.9378	-19.6239
3412	5	23	3	36.6416	-14.5185
3413	5	23	4	49.0739	-7.53429
3414	5	23	5	60.3847	0.843739
3415	5	23	6	70.9394	10.1895
3416	5	23	7	81.2332	20.1429
3417	5	23	8	91.9068	30.3773
3418	5	23	9	103.876	40.5337
3419	5	23	10	118.606	50.0982
3420	5	23	11	138.431	58.1522
3421	5	23	12	165.548	63.0256
3422	5	23	13	196.72	62.8189
3423	5	23	14	223.293	57.6333
3424	5	23	15	242.64	49.4191
3425	5	23	16	257.094	39.7855
3426	5	23	17	268.924	29.6084
3427	5	23	18	279.542	19.3836
3428	5	23	19	289.835	9.46425
3429	5	23	20	300.431	0.177832
3430	5	23	21	311.815	-8.11147
3431	5	23	22	324.341	-14.9722
3432	5	23	23	338.137	-19.917
3433	5	24	0	352.961	-22.2888
3434	5	24	1	8.12878	-22.191
3435	5	24	2	22.8598	-19.4438
3436	5	24	3	36.5367	-14.3527
3437	5	24	4	48.95	-7.38354
3438	5	24	5	60.2469	0.980984
3439	5	24	6	70.7894	10.3161
3440	5	24	7	81.07	20.2628
3441	5	24	8	91.7276	30.4953
3442	5	24	9	103.677	40.6563
3443	5	24	10	118.389	50.2342
3444	5	24	11	138.22	58.312
3445	5	24	12	165.428	63.2122
3446	5	24	13	196.769	63.0121
3447	5	24	14	223.444	57.8103
3448	5	24	15	242.811	49.5787
3449	5	24	16	257.256	39.9349
3450	5	24	17	269.071	29.7546
3451	5	24	18	279.676	19.5317
3452	5	24	19	289.956	9.61803
3453	5	24	20	300.538	0.340249
3454	5	24	21	311.905	-7.93867
3455	5	24	22	324.408	-14.7889
3456	5	24	23	338.173	-19.7255
3457	5	25	0	352.956	-22.1001
3458	5	25	1	8.08508	-22.0066
3459	5	25	2	22.7818	-19.27
3460	5	25	3	36.4327	-14.193
3461	5	25	4	48.8279	-7.23874
3462	5	25	5	60.1114	1.11244
3463	5	25	6	70.6421	10.4371
3464	5	25	7	80.9098	20.3771
3465	5	25	8	91.5514	30.6077
3466	5	25	9	103.481	40.773
3467	5	25	10	118.174	50.3639
3468	5	25	11	138.01	58.4653
3469	5	25	12	165.304	63.3927
3470	5	25	13	196.81	63.1999
3471	5	25	14	223.587	57.9831
3472	5	25	15	242.975	49.7348
3473	5	25	16	257.411	40.0814
3474	5	25	17	269.213	29.898
3475	5	25	18	279.804	19.6769
3476	5	25	19	290.071	9.76884
3477	5	25	20	300.639	0.499318
3478	5	25	21	311.99	-7.76973
3479	5	25	22	324.471	-14.6101
3480	5	25	23	338.206	-19.5392
3481	5	26	0	352.949	-21.9171
3482	5	26	1	8.04016	-21.8283
3483	5	26	2	22.7038	-19.1023
3484	5	26	3	36.3298	-14.0395
3485	5	26	4	48.7075	-7.09992
3486	5	26	5	59.9781	1.23809
3487	5	26	6	70.4974	10.5524
3488	5	26	7	80.7525	20.4858
3489	5	26	8	91.3784	30.7144
3490	5	26	9	103.289	40.8839
3491	5	26	10	117.962	50.4875
3492	5	26	11	137.8	58.6122
3493	5	26	12	165.177	63.5668
3494	5	26	13	196.846	63.3824
3495	5	26	14	223.723	58.1515
3496	5	26	15	243.131	49.8875
3497	5	26	16	257.56	40.2249
3498	5	26	17	269.348	30.0386
3499	5	26	18	279.926	19.8193
3500	5	26	19	290.181	9.9166
3501	5	26	20	300.736	0.654957
3502	5	26	21	312.07	-7.60476
3503	5	26	22	324.529	-14.4359
3504	5	26	23	338.234	-19.3581
3505	5	27	0	352.939	-21.7399
3506	5	27	1	7.99396	-21.6562
3507	5	27	2	22.6259	-18.9409
3508	5	27	3	36.228	-13.8922
3509	5	27	4	48.589	-6.96711
3510	5	27	5	59.8473	1.3579
3511	5	27	6	70.3555	10.662
3512	5	27	7	80.5983	20.5889
3513	5	27	8	91.2087	30.8154
3514	5	27	9	103.099	40.989
3515	5	27	10	117.753	50.605
3516	5	27	11	137.592	58.7525
3517	5	27	12	165.047	63.7346
3518	5	27	13	196.875	63.5593
3519	5	27	14	223.851	58.3155
3520	5	27	15	243.281	50.0366
3521	5	27	16	257.702	40.3654
3522	5	27	17	269.478	30.1763
3523	5	27	18	280.043	19.9588
3524	5	27	19	290.285	10.0612
3525	5	27	20	300.827	0.807088
3526	5	27	21	312.146	-7.44378
3527	5	27	22	324.583	-14.2663
3528	5	27	23	338.259	-19.1823
3529	5	28	0	352.927	-21.5686
3530	5	28	1	7.94666	-21.4902
3531	5	28	2	22.5481	-18.7859
3532	5	28	3	36.1274	-13.751
3533	5	28	4	48.4724	-6.84033
3534	5	28	5	59.7189	1.47188
3535	5	28	6	70.2164	10.7659
3536	5	28	7	80.4473	20.6863
3537	5	28	8	91.0424	30.9108
3538	5	28	9	102.914	41.0882
3539	5	28	10	117.547	50.7163
3540	5	28	11	137.384	58.8864
3541	5	28	12	164.914	63.8959
3542	5	28	13	196.897	63.7307
3543	5	28	14	223.972	58.4751
3544	5	28	15	243.423	50.1822
3545	5	28	16	257.837	40.5027
3546	5	28	17	269.601	30.3111
3547	5	28	18	280.153	20.0954
3548	5	28	19	290.384	10.2026
3549	5	28	20	300.913	0.955618
3550	5	28	21	312.216	-7.28694
3551	5	28	22	324.632	-14.1014
3552	5	28	23	338.281	-19.0118
3553	5	29	0	352.912	-21.4033
3554	5	29	1	7.89832	-21.3306
3555	5	29	2	22.4706	-18.6371
3556	5	29	3	36.028	-13.6161
3557	5	29	4	48.3578	-6.7196
3558	5	29	5	59.593	1.58
3559	5	29	6	70.0803	10.8642
3560	5	29	7	80.2995	20.7781
3561	5	29	8	90.8797	31.0005
3562	5	29	9	102.732	41.1815
3563	5	29	10	117.344	50.8214
3564	5	29	11	137.178	59.0137
3565	5	29	12	164.779	64.0508
3566	5	29	13	196.913	63.8964
3567	5	29	14	224.085	58.6302
3568	5	29	15	243.557	50.324
3569	5	29	16	257.966	40.6369
3570	5	29	17	269.718	30.4429
3571	5	29	18	280.258	20.2288
3572	5	29	19	290.478	10.3408
3573	5	29	20	300.994	1.1005
3574	5	29	21	312.281	-7.13427
3575	5	29	22	324.677	-13.9413
3576	5	29	23	338.299	-18.8468
3577	5	30	0	352.895	-21.244
3578	5	30	1	7.84894	-21.1772
3579	5	30	2	22.3932	-18.4948
3580	5	30	3	35.9299	-13.4875
3581	5	30	4	48.2453	-6.60495
3582	5	30	5	59.4698	1.68227
3583	5	30	6	69.9472	10.9567
3584	5	30	7	80.1552	20.8643
3585	5	30	8	90.7206	31.0846
3586	5	30	9	102.553	41.2691
3587	5	30	10	117.144	50.9204
3588	5	30	11	136.974	59.1345
3589	5	30	12	164.64	64.1991
3590	5	30	13	196.922	64.0565
3591	5	30	14	224.19	58.7807
3592	5	30	15	243.684	50.4622
3593	5	30	16	258.087	40.7678
3594	5	30	17	269.828	30.5716
3595	5	30	18	280.357	20.3592
3596	5	30	19	290.565	10.4756
3597	5	30	20	301.07	1.24164
3598	5	30	21	312.342	-6.98587
3599	5	30	22	324.718	-13.7862
3600	5	30	23	338.313	-18.6873
3601	5	31	0	352.875	-21.0907
3602	5	31	1	7.79852	-21.0302
3603	5	31	2	22.3163	-18.3588
3604	5	31	3	35.8332	-13.3652
3605	5	31	4	48.1349	-6.49638
3606	5	31	5	59.3492	1.77866
3607	5	31	6	69.8173	11.0435
3608	5	31	7	80.0143	20.9449
3609	5	31	8	90.5655	31.1631
3610	5	31	9	102.379	41.3509
3611	5	31	10	116.949	51.0133
3612	5	31	11	136.771	59.2488
3613	5	31	12	164.5	64.3409
3614	5	31	13	196.925	64.2108
3615	5	31	14	224.287	58.9266
3616	5	31	15	243.803	50.5967
3617	5	31	16	258.202	40.8954
3618	5	31	17	269.932	30.6972
3619	5	31	18	280.451	20.4864
3620	5	31	19	290.648	10.607
3621	5	31	20	301.14	1.37892
3622	5	31	21	312.398	-6.84185
3623	5	31	22	324.754	-13.636
3624	5	31	23	338.324	-18.5333
3625	6	1	0	352.854	-20.9436
3626	6	1	1	7.74728	-20.8897
3627	6	1	2	22.2397	-18.2293
3628	6	1	3	35.738	-13.2492
3629	6	1	4	48.0268	-6.39391
3630	6	1	5	59.2315	1.86919
3631	6	1	6	69.6906	11.1247
3632	6	1	7	79.8771	21.0199
3633	6	1	8	90.4142	31.236
3634	6	1	9	102.209	41.427
3635	6	1	10	116.757	51.1001
3636	6	1	11	136.571	59.3566
3637	6	1	12	164.357	64.476
3638	6	1	13	196.921	64.3593
3639	6	1	14	224.376	59.0679
3640	6	1	15	243.914	50.7273
3641	6	1	16	258.31	41.0197
3642	6	1	17	270.03	30.8197
3643	6	1	18	280.538	20.6103
3644	6	1	19	290.724	10.7348
3645	6	1	20	301.206	1.5123
3646	6	1	21	312.449	-6.70226
3647	6	1	22	324.786	-13.4908
3648	6	1	23	338.331	-18.385
3649	6	2	0	352.83	-20.8027
3650	6	2	1	7.69525	-20.7556
3651	6	2	2	22.1636	-18.1064
3652	6	2	3	35.6443	-13.1395
3653	6	2	4	47.921	-6.29755
3654	6	2	5	59.1166	1.95385
3655	6	2	6	69.5672	11.2002
3656	6	2	7	79.7436	21.0893
3657	6	2	8	90.2671	31.3033
3658	6	2	9	102.044	41.4973
3659	6	2	10	116.57	51.1808
3660	6	2	11	136.373	59.4578
3661	6	2	12	164.213	64.6044
3662	6	2	13	196.91	64.5018
3663	6	2	14	224.457	59.2044
3664	6	2	15	244.018	50.854
3665	6	2	16	258.41	41.1406
3666	6	2	17	270.121	30.9388
