    Fribourg_Switzerland
    46.82,7.16,610,+1
	m	d	h	#sunAzimuth	sunAltitude
6809	10	11	16	239.109	17.4342
6810	10	11	17	251.055	8.13126
6811	10	11	18	262.15	-1.84374
6812	10	11	19	273.061	-12.0874
6813	10	11	20	284.51	-22.2204
6814	10	11	21	297.345	-31.8012
6815	10	11	22	312.592	-40.2161
6816	10	11	23	331.21	-46.5668
6817	10	12	0	353.164	-50.1118
6818	10	12	1	16.2261	-49.2657
6819	10	12	2	37.0406	-44.6428
6820	10	12	3	54.2478	-37.2916
6821	10	12	4	68.3904	-28.288
6822	10	12	5	80.5425	-18.4075
6823	10	12	6	91.6713	-8.1784
6824	10	12	7	102.566	1.99556
6825	10	12	8	113.918	11.7355
6826	10	12	9	126.379	20.6079
6827	10	12	10	140.541	28.0621
6828	10	12	11	156.726	33.4146
6829	10	12	12	174.588	35.9654
6830	10	12	13	192.909	35.292
6831	10	12	14	210.181	31.5125
6832	10	12	15	225.527	25.2059
6833	10	12	16	238.927	17.0918
6834	10	12	17	250.854	7.8033
6835	10	12	18	261.937	-2.16309
6836	10	12	19	272.841	-12.4051
6837	10	12	20	284.287	-22.544
6838	10	12	21	297.13	-32.1387
6839	10	12	22	312.41	-40.5739
6840	10	12	23	331.112	-46.9446
6841	10	13	0	353.209	-50.4924
6842	10	13	1	16.4296	-49.6238
6843	10	13	2	37.3394	-44.9602
6844	10	13	3	54.577	-37.5698
6845	10	13	4	68.7181	-28.5382
6846	10	13	5	80.8599	-18.6424
6847	10	13	6	91.9781	-8.40976
6848	10	13	7	102.865	1.75738
6849	10	13	8	114.208	11.4808
6850	10	13	9	126.655	20.3277
6851	10	13	10	140.789	27.7495
6852	10	13	11	156.918	33.0682
6853	10	13	12	174.692	35.5931
6854	10	13	13	192.911	34.9102
6855	10	13	14	210.094	31.138
6856	10	13	15	225.381	24.848
6857	10	13	16	238.745	16.752
6858	10	13	17	250.652	7.47807
6859	10	13	18	261.723	-2.47955
6860	10	13	19	272.619	-12.7197
6861	10	13	20	284.062	-22.8645
6862	10	13	21	296.912	-32.4731
6863	10	13	22	312.225	-40.9289
6864	10	13	23	331.011	-47.32
6865	10	14	0	353.252	-50.8712
6866	10	14	1	16.6316	-49.9804
6867	10	14	2	37.6372	-45.2765
6868	10	14	3	54.9048	-37.8471
6869	10	14	4	69.0441	-28.788
6870	10	14	5	81.1748	-18.8775
6871	10	14	6	92.2823	-8.64148
6872	10	14	7	103.16	1.51864
6873	10	14	8	114.495	11.2254
6874	10	14	9	126.928	20.0469
6875	10	14	10	141.032	27.4368
6876	10	14	11	157.105	32.7224
6877	10	14	12	174.792	35.2222
6878	10	14	13	192.909	34.5305
6879	10	14	14	210.006	30.7659
6880	10	14	15	225.233	24.4927
6881	10	14	16	238.563	16.4149
6882	10	14	17	250.45	7.15569
6883	10	14	18	261.509	-2.79301
6884	10	14	19	272.397	-13.0312
6885	10	14	20	283.835	-23.1817
6886	10	14	21	296.691	-32.8042
6887	10	14	22	312.036	-41.2808
6888	10	14	23	330.905	-47.693
6889	10	15	0	353.291	-51.2479
6890	10	15	1	16.8319	-50.3355
6891	10	15	2	37.9339	-45.5915
6892	10	15	3	55.231	-38.1236
6893	10	15	4	69.3679	-29.0374
6894	10	15	5	81.4874	-19.1125
6895	10	15	6	92.5837	-8.87352
6896	10	15	7	103.452	1.27936
6897	10	15	8	114.777	10.9695
6898	10	15	9	127.196	19.7658
6899	10	15	10	141.27	27.1241
6900	10	15	11	157.287	32.3773
6901	10	15	12	174.887	34.8529
6902	10	15	13	192.906	34.153
6903	10	15	14	209.917	30.3963
6904	10	15	15	225.085	24.1401
6905	10	15	16	238.38	16.0806
6906	10	15	17	250.247	6.83627
6907	10	15	18	261.293	-3.10334
6908	10	15	19	272.173	-13.3394
6909	10	15	20	283.606	-23.4955
6910	10	15	21	296.468	-33.1318
6911	10	15	22	311.842	-41.6295
6912	10	15	23	330.795	-48.0633
6913	10	16	0	353.327	-51.6226
6914	10	16	1	17.0305	-50.689
6915	10	16	2	38.2292	-45.9052
6916	10	16	3	55.5555	-38.3992
6917	10	16	4	69.6895	-29.2864
6918	10	16	5	81.7974	-19.3475
6919	10	16	6	92.8822	-9.10586
6920	10	16	7	103.741	1.03961
6921	10	16	8	115.056	10.713
6922	10	16	9	127.46	19.4843
6923	10	16	10	141.503	26.8116
6924	10	16	11	157.463	32.033
6925	10	16	12	174.979	34.4851
6926	10	16	13	192.899	33.7777
6927	10	16	14	209.825	30.0293
6928	10	16	15	224.936	23.7903
6929	10	16	16	238.197	15.7493
6930	10	16	17	250.044	6.51996
6931	10	16	18	261.077	-3.4104
6932	10	16	19	271.947	-13.6441
6933	10	16	20	283.376	-23.8057
6934	10	16	21	296.241	-33.4559
6935	10	16	22	311.645	-41.9748
6936	10	16	23	330.68	-48.4307
6937	10	17	0	353.359	-51.9951
6938	10	17	1	17.2271	-51.0407
6939	10	17	2	38.5229	-46.2176
6940	10	17	3	55.8781	-38.6739
6941	10	17	4	70.0089	-29.5349
6942	10	17	5	82.1046	-19.5824
6943	10	17	6	93.1776	-9.33845
6944	10	17	7	104.027	0.79941
6945	10	17	8	115.332	10.4561
6946	10	17	9	127.719	19.2026
6947	10	17	10	141.731	26.4992
6948	10	17	11	157.635	31.6896
6949	10	17	12	175.066	34.1191
6950	10	17	13	192.889	33.4047
6951	10	17	14	209.732	29.6651
6952	10	17	15	224.786	23.4435
6953	10	17	16	238.013	15.4211
6954	10	17	17	249.84	6.20689
6955	10	17	18	260.86	-3.71405
6956	10	17	19	271.721	-13.9453
6957	10	17	20	283.143	-24.1123
6958	10	17	21	296.012	-33.7763
6959	10	17	22	311.444	-42.3167
6960	10	17	23	330.561	-48.7953
6961	10	18	0	353.387	-52.3652
6962	10	18	1	17.4215	-51.3907
6963	10	18	2	38.815	-46.5286
6964	10	18	3	56.1987	-38.9477
6965	10	18	4	70.3257	-29.7829
6966	10	18	5	82.4091	-19.8172
6967	10	18	6	93.4698	-9.57125
6968	10	18	7	104.308	0.558832
6969	10	18	8	115.603	10.1989
6970	10	18	9	127.973	18.9207
6971	10	18	10	141.954	26.1872
6972	10	18	11	157.801	31.3473
6973	10	18	12	175.148	33.7549
6974	10	18	13	192.877	33.0343
6975	10	18	14	209.638	29.3038
6976	10	18	15	224.636	23.0997
6977	10	18	16	237.828	15.0961
6978	10	18	17	249.635	5.8972
6979	10	18	18	260.642	-4.01417
6980	10	18	19	271.493	-14.2427
6981	10	18	20	282.909	-24.415
6982	10	18	21	295.78	-34.0929
6983	10	18	22	311.239	-42.655
6984	10	18	23	330.437	-49.1568
6985	10	19	0	353.412	-52.7329
6986	10	19	1	17.6136	-51.7388
6987	10	19	2	39.1052	-46.8381
6988	10	19	3	56.517	-39.2204
6989	10	19	4	70.6398	-30.0304
6990	10	19	5	82.7105	-20.052
6991	10	19	6	93.7588	-9.80425
6992	10	19	7	104.587	0.317915
6993	10	19	8	115.87	9.94125
6994	10	19	9	128.223	18.6387
6995	10	19	10	142.172	25.8755
6996	10	19	11	157.963	31.0062
6997	10	19	12	175.227	33.3928
6998	10	19	13	192.861	32.6666
6999	10	19	14	209.542	28.9455
7000	10	19	15	224.484	22.7592
7001	10	19	16	237.643	14.7744
7002	10	19	17	249.43	5.59098
7003	10	19	18	260.424	-4.31064
7004	10	19	19	271.264	-14.5364
7005	10	19	20	282.672	-24.7137
7006	10	19	21	295.545	-34.4055
7007	10	19	22	311.03	-42.9895
7008	10	19	23	330.308	-49.5151
7009	10	20	0	353.432	-53.0981
7010	10	20	1	17.8032	-52.0849
7011	10	20	2	39.3934	-47.1461
7012	10	20	3	56.8329	-39.4921
7013	10	20	4	70.9512	-30.2774
7014	10	20	5	83.009	-20.2866
7015	10	20	6	94.0444	-10.0374
7016	10	20	7	104.861	0.0767125
7017	10	20	8	116.132	9.6834
7018	10	20	9	128.468	18.3567
7019	10	20	10	142.385	25.5644
7020	10	20	11	158.119	30.6663
7021	10	20	12	175.301	33.0327
7022	10	20	13	192.843	32.3015
7023	10	20	14	209.445	28.5902
7024	10	20	15	224.332	22.4219
7025	10	20	16	237.458	14.4562
7026	10	20	17	249.224	5.28836
7027	10	20	18	260.204	-4.60335
7028	10	20	19	271.034	-14.8261
7029	10	20	20	282.434	-25.0084
7030	10	20	21	295.307	-34.714
7031	10	20	22	310.816	-43.3201
7032	10	20	23	330.174	-49.8701
7033	10	21	0	353.447	-53.4606
7034	10	21	1	17.9901	-52.4291
7035	10	21	2	39.6793	-47.4525
7036	10	21	3	57.1463	-39.7628
7037	10	21	4	71.2597	-30.5238
7038	10	21	5	83.3041	-20.521
7039	10	21	6	94.3265	-10.2706
7040	10	21	7	105.132	-0.164715
7041	10	21	8	116.391	9.42537
7042	10	21	9	128.708	18.0748
7043	10	21	10	142.592	25.2539
7044	10	21	11	158.27	30.3278
7045	10	21	12	175.37	32.6748
7046	10	21	13	192.822	31.9393
7047	10	21	14	209.345	28.2383
7048	10	21	15	224.179	22.0881
7049	10	21	16	237.272	14.1415
7050	10	21	17	249.018	4.98948
7051	10	21	18	259.984	-4.89215
7052	10	21	19	270.803	-15.1118
7053	10	21	20	282.195	-25.2989
7054	10	21	21	295.067	-35.0182
7055	10	21	22	310.599	-43.6466
7056	10	21	23	330.035	-50.2216
7057	10	22	0	353.459	-53.8204
7058	10	22	1	18.174	-52.7711
7059	10	22	2	39.9629	-47.7573
7060	10	22	3	57.4569	-40.0323
7061	10	22	4	71.5652	-30.7696
7062	10	22	5	83.596	-20.7552
7063	10	22	6	94.605	-10.5039
7064	10	22	7	105.398	-0.406304
7065	10	22	8	116.645	9.16724
7066	10	22	9	128.943	17.7931
7067	10	22	10	142.794	24.9441
7068	10	22	11	158.415	29.9908
7069	10	22	12	175.436	32.3192
7070	10	22	13	192.797	31.5801
7071	10	22	14	209.245	27.8896
7072	10	22	15	224.025	21.7579
7073	10	22	16	237.085	13.8306
7074	10	22	17	248.811	4.69447
7075	10	22	18	259.764	-5.17693
7076	10	22	19	270.57	-15.3933
7077	10	22	20	281.953	-25.5851
7078	10	22	21	294.823	-35.3181
7079	10	22	22	310.378	-43.9689
7080	10	22	23	329.891	-50.5694
7081	10	23	0	353.465	-54.1772
7082	10	23	1	18.3549	-53.1109
7083	10	23	2	40.2438	-48.0604
7084	10	23	3	57.7648	-40.3006
7085	10	23	4	71.8674	-31.0147
7086	10	23	5	83.8844	-20.9892
7087	10	23	6	94.8798	-10.7372
7088	10	23	7	105.661	-0.647996
7089	10	23	8	116.894	8.90908
7090	10	23	9	129.173	17.5117
7091	10	23	10	142.991	24.6352
7092	10	23	11	158.556	29.6554
7093	10	23	12	175.497	31.9661
7094	10	23	13	192.77	31.224
7095	10	23	14	209.142	27.5445
7096	10	23	15	223.87	21.4313
7097	10	23	16	236.898	13.5235
7098	10	23	17	248.604	4.4034
7099	10	23	18	259.542	-5.4576
7100	10	23	19	270.337	-15.6704
7101	10	23	20	281.71	-25.8668
7102	10	23	21	294.578	-35.6134
7103	10	23	22	310.152	-44.287
7104	10	23	23	329.742	-50.9135
7105	10	24	0	353.467	-54.531
7106	10	24	1	18.5325	-53.4484
7107	10	24	2	40.522	-48.3618
7108	10	24	3	58.0695	-40.5678
7109	10	24	4	72.1663	-31.2591
7110	10	24	5	84.1693	-21.2228
7111	10	24	6	95.1507	-10.9704
7112	10	24	7	105.919	-0.88972
7113	10	24	8	117.139	8.651
7114	10	24	9	129.399	17.2307
7115	10	24	10	143.182	24.3272
7116	10	24	11	158.691	29.3218
7117	10	24	12	175.553	31.6156
7118	10	24	13	192.74	30.8711
7119	10	24	14	209.038	27.2029
7120	10	24	15	223.715	21.1085
7121	10	24	16	236.711	13.2203
7122	10	24	17	248.397	4.11644
7123	10	24	18	259.32	-5.73401
7124	10	24	19	270.103	-15.9432
7125	10	24	20	281.465	-26.1439
7126	10	24	21	294.329	-35.9042
7127	10	24	22	309.922	-44.6005
7128	10	24	23	329.587	-51.2538
7129	10	25	0	353.463	-54.8817
7130	10	25	1	18.7067	-53.7835
7131	10	25	2	40.7973	-48.6614
7132	10	25	3	58.3712	-40.8338
7133	10	25	4	72.4618	-31.5027
7134	10	25	5	84.4504	-21.4561
7135	10	25	6	95.4177	-11.2035
7136	10	25	7	106.173	-1.13142
7137	10	25	8	117.379	8.39303
7138	10	25	9	129.619	16.9501
7139	10	25	10	143.368	24.0203
7140	10	25	11	158.821	28.99
7141	10	25	12	175.606	31.2677
7142	10	25	13	192.708	30.5215
7143	10	25	14	208.932	26.8651
7144	10	25	15	223.558	20.7896
7145	10	25	16	236.523	12.9212
7146	10	25	17	248.189	3.83363
7147	10	25	18	259.098	-6.00608
7148	10	25	19	269.868	-16.2114
7149	10	25	20	281.219	-26.4164
7150	10	25	21	294.078	-36.1902
7151	10	25	22	309.689	-44.9095
7152	10	25	23	329.427	-51.59
7153	10	26	0	353.455	-55.2292
7154	10	26	1	18.8771	-54.1162
7155	10	26	2	41.0694	-48.9591
7156	10	26	3	58.6694	-41.0984
7157	10	26	4	72.7536	-31.7456
7158	10	26	5	84.7278	-21.689
7159	10	26	6	95.6807	-11.4365
7160	10	26	7	106.423	-1.37302
7161	10	26	8	117.615	8.1353
7162	10	26	9	129.834	16.6701
7163	10	26	10	143.549	23.7146
7164	10	26	11	158.946	28.6601
7165	10	26	12	175.654	30.9227
7166	10	26	13	192.672	30.1754
7167	10	26	14	208.825	26.531
7168	10	26	15	223.401	20.4748
7169	10	26	16	236.334	12.6263
7170	10	26	17	247.981	3.55516
7171	10	26	18	258.875	-6.27368
7172	10	26	19	269.632	-16.475
7173	10	26	20	280.971	-26.684
7174	10	26	21	293.824	-36.4712
7175	10	26	22	309.451	-45.2137
7176	10	26	23	329.261	-51.922
7177	10	27	0	353.441	-55.5733
7178	10	27	1	19.0437	-54.4464
7179	10	27	2	41.3382	-49.2549
7180	10	27	3	58.9641	-41.3617
7181	10	27	4	73.0417	-31.9877
7182	10	27	5	85.0012	-21.9214
7183	10	27	6	95.9395	-11.6692
7184	10	27	7	106.669	-1.61445
7185	10	27	8	117.846	7.87789
7186	10	27	9	130.044	16.3908
7187	10	27	10	143.724	23.4101
7188	10	27	11	159.066	28.3324
7189	10	27	12	175.698	30.5806
7190	10	27	13	192.633	29.8328
7191	10	27	14	208.716	26.2009
7192	10	27	15	223.243	20.1641
7193	10	27	16	236.145	12.3356
7194	10	27	17	247.772	3.28107
7195	10	27	18	258.651	-6.53673
7196	10	27	19	269.395	-16.7339
7197	10	27	20	280.722	-26.9468
7198	10	27	21	293.568	-36.7473
7199	10	27	22	309.209	-45.5131
7200	10	27	23	329.09	-52.2498
7201	10	28	0	353.421	-55.9139
7202	10	28	1	19.2063	-54.7739
7203	10	28	2	41.6035	-49.5487
7204	10	28	3	59.2552	-41.6236
7205	10	28	4	73.3259	-32.2289
7206	10	28	5	85.2705	-22.1534
7207	10	28	6	96.1941	-11.9016
7208	10	28	7	106.91	-1.85563
7209	10	28	8	118.071	7.62088
7210	10	28	9	130.248	16.1122
7211	10	28	10	143.894	23.1071
7212	10	28	11	159.18	28.0069
7213	10	28	12	175.737	30.2415
7214	10	28	13	192.592	29.494
7215	10	28	14	208.606	25.8749
7216	10	28	15	223.085	19.8576
7217	10	28	16	235.956	12.0493
7218	10	28	17	247.563	3.01152
7219	10	28	18	258.428	-6.79506
7220	10	28	19	269.157	-16.9879
7221	10	28	20	280.472	-27.2045
7222	10	28	21	293.31	-37.0183
7223	10	28	22	308.964	-45.8075
7224	10	28	23	328.913	-52.573
7225	10	29	0	353.395	-56.2509
7226	10	29	1	19.3647	-55.0987
7227	10	29	2	41.8651	-49.8405
7228	10	29	3	59.5424	-41.8841
7229	10	29	4	73.6061	-32.4692
7230	10	29	5	85.5357	-22.3848
7231	10	29	6	96.4443	-12.1337
7232	10	29	7	107.146	-2.09648
7233	10	29	8	118.292	7.36437
7234	10	29	9	130.447	15.8346
7235	10	29	10	144.058	22.8056
7236	10	29	11	159.29	27.6838
7237	10	29	12	175.773	29.9056
7238	10	29	13	192.548	29.1589
7239	10	29	14	208.494	25.553
7240	10	29	15	222.925	19.5555
7241	10	29	16	235.767	11.7675
7242	10	29	17	247.354	2.74659
7243	10	29	18	258.204	-7.04865
7244	10	29	19	268.919	-17.2369
7245	10	29	20	280.22	-27.4572
7246	10	29	21	293.049	-37.2841
7247	10	29	22	308.714	-46.0967
7248	10	29	23	328.731	-52.8918
7249	10	30	0	353.364	-56.5842
7250	10	30	1	19.5185	-55.4207
7251	10	30	2	42.1228	-50.1302
7252	10	30	3	59.8256	-42.1432
7253	10	30	4	73.8822	-32.7085
7254	10	30	5	85.7966	-22.6156
7255	10	30	6	96.6901	-12.3654
7256	10	30	7	107.377	-2.33692
7257	10	30	8	118.508	7.10845
7258	10	30	9	130.641	15.558
7259	10	30	10	144.217	22.5057
7260	10	30	11	159.394	27.3631
7261	10	30	12	175.804	29.573
7262	10	30	13	192.5	28.8277
7263	10	30	14	208.381	25.2354
7264	10	30	15	222.765	19.2579
7265	10	30	16	235.577	11.4903
7266	10	30	17	247.145	2.48639
7267	10	30	18	257.979	-7.29736
7268	10	30	19	268.681	-17.4809
7269	10	30	20	279.967	-27.7045
7270	10	30	21	292.787	-37.5445
7271	10	30	22	308.461	-46.3807
7272	10	30	23	328.543	-53.2058
7273	10	31	0	353.327	-56.9136
7274	10	31	1	19.6678	-55.7398
7275	10	31	2	42.3765	-50.4177
7276	10	31	3	60.1047	-42.4006
7277	10	31	4	74.1539	-32.9469
7278	10	31	5	86.0531	-22.8457
7279	10	31	6	96.9314	-12.5966
7280	10	31	7	107.604	-2.57688
7281	10	31	8	118.719	6.85322
7282	10	31	9	130.83	15.2825
7283	10	31	10	144.37	22.2076
7284	10	31	11	159.493	27.045
7285	10	31	12	175.831	29.2437
7286	10	31	13	192.451	28.5006
7287	10	31	14	208.266	24.9222
7288	10	31	15	222.604	18.9649
7289	10	31	16	235.387	11.2178
7290	10	31	17	246.936	2.231
7291	10	31	18	257.755	-7.5411
7292	10	31	19	268.442	-17.7198
7293	10	31	20	279.714	-27.9466
7294	10	31	21	292.522	-37.7995
7295	10	31	22	308.204	-46.6594
7296	10	31	23	328.349	-53.5149
7297	11	1	0	353.284	-57.2391
7298	11	1	1	19.8122	-56.0559
7299	11	1	2	42.6259	-50.703
7300	11	1	3	60.3794	-42.6565
7301	11	1	4	74.4213	-33.1841
7302	11	1	5	86.3051	-23.0751
7303	11	1	6	97.168	-12.8272
7304	11	1	7	107.826	-2.81626
7305	11	1	8	118.925	6.59879
7306	11	1	9	131.013	15.0082
7307	11	1	10	144.518	21.9114
7308	11	1	11	159.587	26.7296
7309	11	1	12	175.854	28.9181
7310	11	1	13	192.398	28.1776
7311	11	1	14	208.149	24.6135
7312	11	1	15	222.443	18.6765
7313	11	1	16	235.197	10.9501
7314	11	1	17	246.726	1.98054
7315	11	1	18	257.53	-7.77978
7316	11	1	19	268.203	-17.9534
7317	11	1	20	279.459	-28.1833
7318	11	1	21	292.255	-38.0489
7319	11	1	22	307.943	-46.9325
7320	11	1	23	328.15	-53.8191
7321	11	2	0	353.234	-57.5604
7322	11	2	1	19.9515	-56.3689
7323	11	2	2	42.8708	-50.9859
7324	11	2	3	60.6497	-42.9108
7325	11	2	4	74.6841	-33.4202
7326	11	2	5	86.5526	-23.3037
7327	11	2	6	97.4	-13.0572
7328	11	2	7	108.043	-3.05499
7329	11	2	8	119.125	6.34523
7330	11	2	9	131.191	14.7352
7331	11	2	10	144.66	21.6172
7332	11	2	11	159.675	26.417
7333	11	2	12	175.872	28.596
7334	11	2	13	192.343	27.8588
7335	11	2	14	208.031	24.3094
7336	11	2	15	222.281	18.3929
7337	11	2	16	235.007	10.6873
7338	11	2	17	246.517	1.73509
7339	11	2	18	257.306	-8.0133
7340	11	2	19	267.963	-18.1818
7341	11	2	20	279.204	-28.4144
7342	11	2	21	291.987	-38.2927
7343	11	2	22	307.678	-47.2001
7344	11	2	23	327.945	-54.1182
7345	11	3	0	353.178	-57.8776
7346	11	3	1	20.0856	-56.6788
7347	11	3	2	43.1111	-51.2665
7348	11	3	3	60.9153	-43.1633
7349	11	3	4	74.9421	-33.6551
7350	11	3	5	86.7952	-23.5315
7351	11	3	6	97.6271	-13.2865
7352	11	3	7	108.255	-3.29296
7353	11	3	8	119.321	6.09268
7354	11	3	9	131.363	14.4637
7355	11	3	10	144.797	21.3251
7356	11	3	11	159.759	26.1074
7357	11	3	12	175.887	28.2777
7358	11	3	13	192.285	27.5444
7359	11	3	14	207.912	24.01
7360	11	3	15	222.119	18.1142
7361	11	3	16	234.816	10.4295
7362	11	3	17	246.308	1.49475
7363	11	3	18	257.081	-8.24159
7364	11	3	19	267.723	-18.4047
7365	11	3	20	278.948	-28.64
7366	11	3	21	291.716	-38.5308
7367	11	3	22	307.411	-47.4619
7368	11	3	23	327.734	-54.412
7369	11	4	0	353.115	-58.1904
7370	11	4	1	20.2143	-56.9854
7371	11	4	2	43.3466	-51.5446
7372	11	4	3	61.1761	-43.4141
7373	11	4	4	75.1954	-33.8888
7374	11	4	5	87.0331	-23.7584
7375	11	4	6	97.8492	-13.515
7376	11	4	7	108.462	-3.5301
7377	11	4	8	119.511	5.84121
7378	11	4	9	131.529	14.1938
7379	11	4	10	144.928	21.0353
7380	11	4	11	159.837	25.8009
7381	11	4	12	175.898	27.9633
7382	11	4	13	192.224	27.2345
7383	11	4	14	207.792	23.7155
7384	11	4	15	221.956	17.8405
7385	11	4	16	234.626	10.1768
7386	11	4	17	246.099	1.2596
7387	11	4	18	256.857	-8.46455
7388	11	4	19	267.484	-18.6221
7389	11	4	20	278.691	-28.8599
7390	11	4	21	291.445	-38.763
7391	11	4	22	307.14	-47.7179
7392	11	4	23	327.518	-54.7005
7393	11	5	0	353.046	-58.4987
7394	11	5	1	20.3374	-57.2886
7395	11	5	2	43.5771	-51.8203
7396	11	5	3	61.4319	-43.6631
7397	11	5	4	75.4438	-34.1212
7398	11	5	5	87.266	-23.9842
7399	11	5	6	98.0665	-13.7427
7400	11	5	7	108.664	-3.7663
7401	11	5	8	119.695	5.59095
7402	11	5	9	131.691	13.9255
7403	11	5	10	145.053	20.7479
7404	11	5	11	159.911	25.4976
7405	11	5	12	175.905	27.6529
7406	11	5	13	192.161	26.9292
7407	11	5	14	207.67	23.4258
7408	11	5	15	221.792	17.5719
7409	11	5	16	234.436	9.92923
7410	11	5	17	245.89	1.02973
7411	11	5	18	256.633	-8.68211
7412	11	5	19	267.244	-18.834
7413	11	5	20	278.434	-29.074
7414	11	5	21	291.172	-38.9892
7415	11	5	22	306.866	-47.968
7416	11	5	23	327.296	-54.9835
7417	11	6	0	352.97	-58.8024
7418	11	6	1	20.4545	-57.5883
7419	11	6	2	43.8023	-52.0933
7420	11	6	3	61.6827	-43.9102
7421	11	6	4	75.687	-34.3522
7422	11	6	5	87.4939	-24.209
7423	11	6	6	98.2786	-13.9694
7424	11	6	7	108.861	-4.00149
7425	11	6	8	119.875	5.34199
7426	11	6	9	131.846	13.6591
7427	11	6	10	145.173	20.463
7428	11	6	11	159.979	25.1976
7429	11	6	12	175.907	27.3466
7430	11	6	13	192.095	26.6286
7431	11	6	14	207.546	23.1412
7432	11	6	15	221.629	17.3085
7433	11	6	16	234.246	9.68698
7434	11	6	17	245.682	0.805207
7435	11	6	18	256.41	-8.89421
7436	11	6	19	267.005	-19.0402
7437	11	6	20	278.177	-29.2824
7438	11	6	21	290.898	-39.2095
7439	11	6	22	306.589	-48.212
7440	11	6	23	327.069	-55.2608
7441	11	7	0	352.887	-59.1014
7442	11	7	1	20.5657	-57.8845
7443	11	7	2	44.0222	-52.3637
7444	11	7	3	61.9281	-44.1554
7445	11	7	4	75.9251	-34.5818
7446	11	7	5	87.7167	-24.4327
7447	11	7	6	98.4856	-14.1951
7448	11	7	7	109.052	-4.23555
7449	11	7	8	120.048	5.09445
7450	11	7	9	131.996	13.3946
7451	11	7	10	145.288	20.1807
7452	11	7	11	160.043	24.901
7453	11	7	12	175.906	27.0446
7454	11	7	13	192.027	26.3327
7455	11	7	14	207.422	22.8617
7456	11	7	15	221.464	17.0503
7457	11	7	16	234.056	9.45008
7458	11	7	17	245.474	0.586163
7459	11	7	18	256.186	-9.10073
7460	11	7	19	266.766	-19.2407
7461	11	7	20	277.92	-29.4848
7462	11	7	21	290.622	-39.4237
7463	11	7	22	306.309	-48.4499
7464	11	7	23	326.836	-55.5324
7465	11	8	0	352.798	-59.3956
7466	11	8	1	20.6707	-58.177
7467	11	8	2	44.2364	-52.6313
7468	11	8	3	62.1681	-44.3985
7469	11	8	4	76.1579	-34.8099
7470	11	8	5	87.9342	-24.6552
7471	11	8	6	98.6873	-14.4196
7472	11	8	7	109.239	-4.46838
7473	11	8	8	120.217	4.84845
7474	11	8	9	132.141	13.1321
7475	11	8	10	145.397	19.9011
7476	11	8	11	160.101	24.6081
7477	11	8	12	175.901	26.7469
7478	11	8	13	191.956	26.0418
7479	11	8	14	207.296	22.5875
7480	11	8	15	221.3	16.7976
7481	11	8	16	233.866	9.21865
7482	11	8	17	245.266	0.372604
7483	11	8	18	255.964	-9.30163
7484	11	8	19	266.527	-19.4354
7485	11	8	20	277.662	-29.6812
7486	11	8	21	290.346	-39.6317
7487	11	8	22	306.026	-48.6816
7488	11	8	23	326.598	-55.7982
7489	11	9	0	352.701	-59.6848
7490	11	9	1	20.7693	-58.4657
7491	11	9	2	44.4448	-52.8962
7492	11	9	3	62.4025	-44.6396
7493	11	9	4	76.3852	-35.0365
7494	11	9	5	88.1464	-24.8764
7495	11	9	6	98.8838	-14.643
7496	11	9	7	109.419	-4.69991
7497	11	9	8	120.38	4.60407
7498	11	9	9	132.279	12.8718
7499	11	9	10	145.501	19.6245
7500	11	9	11	160.155	24.3188
7501	11	9	12	175.892	26.4536
7502	11	9	13	191.883	25.7559
7503	11	9	14	207.169	22.3185
7504	11	9	15	221.135	16.5503
7505	11	9	16	233.676	8.99273
7506	11	9	17	245.06	0.164672
7507	11	9	18	255.742	-9.49681
7508	11	9	19	266.289	-19.6243
7509	11	9	20	277.405	-29.8716
7510	11	9	21	290.069	-39.8335
7511	11	9	22	305.741	-48.9069
7512	11	9	23	326.355	-56.0579
7513	11	10	0	352.596	-59.9689
7514	11	10	1	20.8612	-58.7506
7515	11	10	2	44.6472	-53.1582
7516	11	10	3	62.6312	-44.8785
7517	11	10	4	76.6069	-35.2614
7518	11	10	5	88.3531	-25.0963
7519	11	10	6	99.0748	-14.8651
7520	11	10	7	109.595	-4.93001
7521	11	10	8	120.537	4.36145
7522	11	10	9	132.413	12.6138
7523	11	10	10	145.599	19.3508
7524	11	10	11	160.204	24.0334
7525	11	10	12	175.88	26.165
7526	11	10	13	191.808	25.4752
7527	11	10	14	207.042	22.055
7528	11	10	15	220.97	16.3085
7529	11	10	16	233.487	8.77244
7530	11	10	17	244.853	-0.0376009
7531	11	10	18	255.521	-9.68627
7532	11	10	19	266.051	-19.8073
7533	11	10	20	277.149	-30.0559
7534	11	10	21	289.792	-40.029
7535	11	10	22	305.453	-49.1258
7536	11	10	23	326.106	-56.3115
7537	11	11	0	352.485	-60.2478
7538	11	11	1	20.9463	-59.0315
7539	11	11	2	44.8435	-53.4172
7540	11	11	3	62.8539	-45.1153
7541	11	11	4	76.8229	-35.4846
7542	11	11	5	88.5543	-25.3147
7543	11	11	6	99.2604	-15.0858
7544	11	11	7	109.764	-5.1586
7545	11	11	8	120.688	4.1207
7546	11	11	9	132.54	12.3582
7547	11	11	10	145.692	19.0803
7548	11	11	11	160.248	23.7519
7549	11	11	12	175.863	25.881
7550	11	11	13	191.73	25.1997
7551	11	11	14	206.913	21.797
7552	11	11	15	220.805	16.0724
